OrderID,Client,Phone,Region,Revenue,OrderDate
ORD-1149,David Miller,9876521359,West,2334,2026-08-15
ORD-1150,Bob Jones,9876584691,SOUTH,,invalid-date-format
ORD-1151,Alice Smith,9876552600,south,1539,2026-08-16
ORD-1152,Bob Jones,9876543862,North,2838,2026-08-09
ORD-1153,Michael Brown,9876582848,North,133,2026-08-17
ORD-1154,Bob Jones,9876541635,East,3379,2026-08-16
ORD-1155,Michael Brown,9876572402,West,4070,2026-08-15
ORD-1156,Alice Smith,,East,1865,2026-08-13
ORD-1157,Bob Jones,9876597026,North,4814,2026-08-12
ORD-1158,Emma Wilson,9876565771,North,4558,2026-08-11
ORD-1159,David Miller,9876545509,South,2561,2026-08-09
ORD-1160,Rahul Patel,9876525814,West,,2026-08-11
ORD-1161,Rahul K Patel,9876580236,East,1566,2026-08-07
ORD-1162,R Patel,9876573464,West,2315,2026-08-24
ORD-1163,Rahulk Patel,9876523176,North,1640,2026-08-10
ORD-1164,Bob Jones,9876533519,North,2526,2026-08-01
ORD-1165,Michael Brown,9876545954,WEST,422,2026-08-02
ORD-1166,Michael Brown,9876526551,north,4071,2026-08-04
ORD-1167,Alice Smith,9876571524,North,3971,2026-08-15
ORD-1168,David Miller,,West,2118,2026-08-28
ORD-1169,Emma Wilson,9876518564,East,3332,2026-08-16
ORD-1170,Alice Smith,9876529887,East,,2026-08-26
ORD-1171,Michael Brown,9876521164,North,2083,2026-08-04
ORD-1172,Michael Brown,9876589471,South,4933,2026-08-26
ORD-1173,Michael Brown,9876578494,West,3166,2026-08-15
ORD-1174,Emma Wilson,9876587139,North,3562,2026-08-10
ORD-1175,Michael Brown,9876589905,East,$862.00,2026-08-25
ORD-1176,Bob Jones,9876544687,West,715,2026-08-06
ORD-1177,Bob Jones,9876582350,West,664,2026-08-06
ORD-1178,Alice Smith,9876569048,South,4914,2026-08-16
ORD-1179,David Miller,9876540340,East,2410,2026-08-23
ORD-1180,David Miller,,SOUTH,,invalid-date-format
ORD-1181,Michael Brown,9876565723,west,990,2026-08-18
ORD-1182,Bob Jones,9876544816,West,1215,2026-08-03
ORD-1183,Alice Smith,9876550319,West,4924,2026-08-24
ORD-1184,Michael Brown,9876567560,North,1068,2026-08-15
ORD-1185,David Miller,9876545683,South,4149,2026-08-18
ORD-1186,Emma Wilson,9876520543,South,4949,2026-08-02
ORD-1187,Emma Wilson,9876589129,North,2101,2026-08-01
ORD-1188,Alice Smith,9876598381,West,4762,2026-08-19
ORD-1189,Alice Smith,9876585529,North,379,2026-08-25
ORD-1190,Bob Jones,9876578021,South,,2026-08-09
ORD-1191,Bob Jones,9876593202,South,4078,2026-08-03
ORD-1192,Emma Wilson,,North,2780,2026-08-11
ORD-1193,Alice Smith,9876553228,West,3422,2026-08-23
ORD-1194,Emma Wilson,9876596846,North,3330,2026-08-27
ORD-1195,Michael Brown,9876569614,EAST,771,2026-08-11
ORD-1196,David Miller,9876525194,north,3361,2026-08-28
ORD-1197,Michael Brown,9876596200,East,4494,2026-08-15
ORD-1198,Emma Wilson,9876534586,East,4297,2026-08-12
ORD-1199,Michael Brown,9876591973,South,3671,2026-08-25
ORD-1200,Rahul Patel,9876536680,East,,2026-08-18
ORD-1201,Rahul K Patel,9876547752,West,3639,2026-08-23
ORD-1202,R Patel,9876525915,South,286,2026-08-21
ORD-1203,Rahulk Patel,9876530758,West,2595,2026-08-18
ORD-1204,Alice Smith,,South,1890,2026-08-27
ORD-1205,Alice Smith,9876525396,South,1311,2026-08-16
ORD-1206,David Miller,9876564459,North,4002,2026-08-16
ORD-1207,Bob Jones,9876582255,South,1234,2026-08-13
ORD-1208,Bob Jones,9876519150,West,2313,2026-08-25
ORD-1209,Emma Wilson,9876576550,North,2238,2026-08-27
ORD-1210,Alice Smith,9876549132,NORTH,,invalid-date-format
ORD-1211,Emma Wilson,9876568529,west,4462,2026-08-16
ORD-1212,David Miller,9876582340,North,4501,2026-08-13
ORD-1213,Emma Wilson,9876534727,North,2006,2026-08-19
ORD-1214,Emma Wilson,9876563841,West,407,2026-08-11
ORD-1215,Emma Wilson,9876560604,South,1296,2026-08-16
ORD-1216,Alice Smith,,West,4884,2026-08-11
ORD-1217,Alice Smith,9876523069,South,4358,2026-08-15
ORD-1218,Alice Smith,9876563736,West,1314,2026-08-03
ORD-1219,Emma Wilson,9876554375,North,3306,2026-08-21
ORD-1220,Alice Smith,9876598389,North,,2026-08-13
ORD-1221,David Miller,9876580912,South,344,2026-08-20
ORD-1222,Alice Smith,9876592727,West,2404,2026-08-08
ORD-1223,Alice Smith,9876522903,South,873,2026-08-15
ORD-1224,Bob Jones,9876513794,North,426,2026-08-11
ORD-1225,Alice Smith,9876556984,NORTH,$3120.00,2026-08-14
ORD-1226,Bob Jones,9876579621,west,3425,2026-08-19
ORD-1227,Bob Jones,9876532946,West,696,2026-08-20
ORD-1228,Emma Wilson,,West,4827,2026-08-05
ORD-1229,Bob Jones,9876593611,South,2130,2026-08-15
ORD-1230,David Miller,9876570981,East,,2026-08-22
ORD-1231,Michael Brown,9876519681,West,3668,2026-08-12
ORD-1232,Michael Brown,9876593746,North,3525,2026-08-23
ORD-1233,David Miller,9876549599,South,1681,2026-08-13
ORD-1234,Emma Wilson,9876541091,East,3174,2026-08-19
ORD-1235,David Miller,9876548696,North,229,2026-08-27
ORD-1236,Emma Wilson,9876511061,North,4686,2026-08-28
ORD-1237,Alice Smith,9876547512,South,1935,2026-08-20
ORD-1238,David Miller,9876593442,West,1607,2026-08-20
ORD-1239,David Miller,9876592345,West,845,2026-08-21
ORD-1240,Rahul Patel,,EAST,,invalid-date-format
ORD-1241,Rahul K Patel,9876527224,north,788,2026-08-10
ORD-1242,R Patel,9876564460,North,1488,2026-08-07
ORD-1243,Rahulk Patel,9876580701,West,3047,2026-08-17
ORD-1244,Michael Brown,9876531567,North,2155,2026-08-27
ORD-1245,Emma Wilson,9876554396,North,993,2026-08-15
ORD-1246,Alice Smith,9876539571,West,3305,2026-08-28
ORD-1247,Michael Brown,9876521836,North,3282,2026-08-01
ORD-1248,David Miller,9876569609,East,3069,2026-08-22
ORD-1249,David Miller,9876593695,South,3093,2026-08-04
ORD-1250,Bob Jones,9876513280,South,1250000,2026-08-11
ORD-1251,Michael Brown,9876594889,West,567,2026-08-21
ORD-1252,Emma Wilson,,North,3394,2026-08-04
ORD-1253,Bob Jones,9876514877,East,2543,2026-08-16
ORD-1254,Alice Smith,9876540775,East,4453,2026-08-05
ORD-1255,Emma Wilson,9876558629,SOUTH,4475,2026-08-14
ORD-1256,Michael Brown,9876564379,west,861,2026-08-27
ORD-1257,Emma Wilson,9876546666,South,318,2026-08-23
ORD-1258,David Miller,9876568115,West,3692,2026-08-08
ORD-1259,David Miller,9876599873,East,3059,2026-08-18
ORD-1260,David Miller,9876562184,East,,2026-08-07
ORD-1261,Alice Smith,9876522015,South,1787,2026-08-21
ORD-1262,Michael Brown,9876516629,East,2782,2026-08-08
ORD-1263,Bob Jones,9876518992,West,4590,2026-08-07
ORD-1264,Michael Brown,,West,2741,2026-08-25
ORD-1265,Bob Jones,9876546342,East,1235,2026-08-05
ORD-1266,Michael Brown,9876532871,North,950,2026-08-22
ORD-1267,Alice Smith,9876511947,West,2984,2026-08-26
ORD-1268,Bob Jones,9876512068,North,1477,2026-08-09
ORD-1269,Alice Smith,9876565176,West,4359,2026-08-04
ORD-1270,Alice Smith,9876568756,SOUTH,,invalid-date-format
ORD-1271,Michael Brown,9876569245,east,4177,2026-08-08
ORD-1272,Michael Brown,9876596363,East,4321,2026-08-10
ORD-1273,Emma Wilson,9876517972,East,3973,2026-08-28
ORD-1274,Emma Wilson,9876599928,South,934,2026-08-16
ORD-1275,Emma Wilson,9876520589,East,$2688.00,2026-08-20
ORD-1276,Bob Jones,,East,2302,2026-08-20
ORD-1277,Michael Brown,9876559925,North,4943,2026-08-17
ORD-1278,David Miller,9876576263,South,3574,2026-08-04
ORD-1279,Alice Smith,9876566370,West,3749,2026-08-08
ORD-1280,Rahul Patel,9876554424,South,,2026-08-13
ORD-1281,Rahul K Patel,9876522463,South,2610,2026-08-14
ORD-1282,R Patel,9876597177,North,2138,2026-08-12
ORD-1283,Rahulk Patel,9876572163,West,599,2026-08-03
ORD-1284,Alice Smith,9876566606,East,841,2026-08-24
ORD-1285,David Miller,9876582924,WEST,541,2026-08-19
ORD-1286,Michael Brown,9876597819,north,1051,2026-08-14
ORD-1287,David Miller,9876516743,South,2406,2026-08-20
ORD-1288,David Miller,,North,4784,2026-08-17
ORD-1289,Bob Jones,9876596079,West,4000,2026-08-08
ORD-1290,Alice Smith,9876582910,North,,2026-08-04
ORD-1291,David Miller,9876566244,West,4645,2026-08-25
ORD-1292,Michael Brown,9876589822,East,2240,2026-08-01
ORD-1293,Bob Jones,9876550499,North,2833,2026-08-12
ORD-1294,Alice Smith,9876528776,West,4689,2026-08-22
ORD-1295,Emma Wilson,9876528595,East,301,2026-08-03
ORD-1296,Michael Brown,9876559308,West,3489,2026-08-15
ORD-1297,David Miller,9876558503,West,2602,2026-08-24
ORD-1298,David Miller,9876516895,East,1324,2026-08-06
ORD-1299,Michael Brown,9876598338,East,718,2026-08-09
ORD-1300,Emma Wilson,,SOUTH,,invalid-date-format
ORD-1301,David Miller,9876577154,west,982,2026-08-12
ORD-1302,Emma Wilson,9876547125,East,4908,2026-08-16
ORD-1303,Michael Brown,9876515952,North,1856,2026-08-13
ORD-1304,Michael Brown,9876511007,East,1724,2026-08-10
ORD-1305,Bob Jones,9876543491,West,2421,2026-08-11
ORD-1306,Alice Smith,9876575193,East,3577,2026-08-06
ORD-1307,Bob Jones,9876579806,South,1935,2026-08-17
ORD-1308,Michael Brown,9876519447,North,3302,2026-08-28
ORD-1309,Alice Smith,9876512456,South,3816,2026-08-03
ORD-1310,David Miller,9876585156,South,,2026-08-23
ORD-1311,Emma Wilson,9876525096,North,3368,2026-08-01
ORD-1312,David Miller,,West,3819,2026-08-27
ORD-1313,David Miller,9876567240,East,917,2026-08-08
ORD-1314,Emma Wilson,9876578676,South,694,2026-08-13
ORD-1315,David Miller,9876539041,NORTH,2778,2026-08-25
ORD-1316,Bob Jones,9876576910,east,984,2026-08-17
ORD-1317,Michael Brown,9876555793,West,2926,2026-08-24
ORD-1318,Bob Jones,9876523474,West,1249,2026-08-09
ORD-1319,Bob Jones,9876588957,West,1302,2026-08-25
ORD-1320,Rahul Patel,9876533218,East,,2026-08-15
ORD-1321,Rahul K Patel,9876599277,South,4674,2026-08-21
ORD-1322,R Patel,9876592210,North,2639,2026-08-05
ORD-1323,Rahulk Patel,9876518950,South,3891,2026-08-15
ORD-1324,David Miller,,North,510,2026-08-12
ORD-1325,Michael Brown,9876550685,East,$3832.00,2026-08-15
ORD-1326,Alice Smith,9876558331,East,2401,2026-08-03
ORD-1327,Alice Smith,9876570648,South,4804,2026-08-18
ORD-1328,Alice Smith,9876584928,South,1592,2026-08-11
ORD-1329,Michael Brown,9876575715,South,1285,2026-08-02
ORD-1330,Emma Wilson,9876555015,EAST,,invalid-date-format
ORD-1331,Bob Jones,9876542472,east,3636,2026-08-15
ORD-1332,Michael Brown,9876557696,West,3104,2026-08-10
ORD-1333,Emma Wilson,9876554350,South,4947,2026-08-02
ORD-1334,David Miller,9876553213,East,824,2026-08-18
ORD-1335,Emma Wilson,9876543029,North,4987,2026-08-28
ORD-1336,Bob Jones,,North,4823,2026-08-22
ORD-1337,Bob Jones,9876550662,North,3260,2026-08-05
ORD-1338,Michael Brown,9876550577,East,4628,2026-08-13
ORD-1339,David Miller,9876597833,West,4362,2026-08-03
ORD-1340,Emma Wilson,9876512389,North,,2026-08-10
ORD-1341,Bob Jones,9876554791,West,4033,2026-08-07
ORD-1342,Bob Jones,9876530308,West,682,2026-08-10
ORD-1343,Alice Smith,9876596760,East,2808,2026-08-25
ORD-1344,Michael Brown,9876588282,West,3136,2026-08-05
ORD-1345,Bob Jones,9876591885,WEST,1406,2026-08-24
ORD-1346,Emma Wilson,9876563852,east,3034,2026-08-22
ORD-1347,Bob Jones,9876590031,South,2384,2026-08-25
ORD-1348,Emma Wilson,,West,2009,2026-08-10
ORD-1349,Emma Wilson,9876558213,West,4722,2026-08-15
ORD-1350,Emma Wilson,9876560052,North,,2026-08-17
ORD-1351,Emma Wilson,9876536174,West,1183,2026-08-28
ORD-1352,David Miller,9876594040,East,3986,2026-08-28
ORD-1353,David Miller,9876577621,East,1071,2026-08-10
ORD-1354,Alice Smith,9876545755,West,3730,2026-08-17
ORD-1355,Bob Jones,9876522021,South,1868,2026-08-27
ORD-1356,Emma Wilson,9876513495,North,3448,2026-08-02
ORD-1357,Emma Wilson,9876540903,North,3213,2026-08-03
ORD-1358,David Miller,9876513694,West,2660,2026-08-04
ORD-1359,David Miller,9876528035,West,363,2026-08-10
ORD-1360,Rahul Patel,,SOUTH,,invalid-date-format
ORD-1361,Rahul K Patel,9876520384,east,205,2026-08-09
ORD-1362,R Patel,9876529597,West,4545,2026-08-24
ORD-1363,Rahulk Patel,9876524573,South,2410,2026-08-08
ORD-1364,David Miller,9876516258,East,2003,2026-08-14
ORD-1365,Michael Brown,9876518232,South,958,2026-08-27
ORD-1366,Emma Wilson,9876592831,East,4271,2026-08-19
ORD-1367,Bob Jones,9876548177,West,3566,2026-08-01
ORD-1368,Michael Brown,9876541531,North,4724,2026-08-14
ORD-1369,Bob Jones,9876578614,East,3004,2026-08-03
ORD-1370,Michael Brown,9876561177,East,,2026-08-02
ORD-1371,Emma Wilson,9876543246,North,183,2026-08-12
ORD-1372,Alice Smith,,North,899,2026-08-25
ORD-1373,Michael Brown,9876527486,North,413,2026-08-12
ORD-1374,Michael Brown,9876594252,North,1484,2026-08-27
ORD-1375,Emma Wilson,9876592802,SOUTH,$1543.00,2026-08-26
ORD-1376,Bob Jones,9876569988,east,352,2026-08-10
ORD-1377,Bob Jones,9876536144,East,393,2026-08-11
ORD-1378,David Miller,9876581176,South,3928,2026-08-09
ORD-1379,Alice Smith,9876547501,West,2974,2026-08-28
ORD-1380,Alice Smith,9876545811,North,,2026-08-26
ORD-1381,David Miller,9876562431,South,3652,2026-08-13
ORD-1382,David Miller,9876575038,West,4125,2026-08-12
ORD-1383,Michael Brown,9876520828,North,3527,2026-08-03
ORD-1384,Emma Wilson,,West,2456,2026-08-11
ORD-1385,Alice Smith,9876552981,East,2471,2026-08-10
ORD-1386,Emma Wilson,9876531842,South,3686,2026-08-12
ORD-1387,Emma Wilson,9876556210,East,3613,2026-08-09
ORD-1388,Alice Smith,9876597973,East,3377,2026-08-12
ORD-1389,Michael Brown,9876514081,West,1219,2026-08-28
ORD-1390,Michael Brown,9876514561,SOUTH,,invalid-date-format
ORD-1391,Bob Jones,9876557467,north,3186,2026-08-19
ORD-1392,Alice Smith,9876599006,West,3735,2026-08-12
ORD-1393,David Miller,9876520077,South,4751,2026-08-05
ORD-1394,Michael Brown,9876562171,North,2625,2026-08-21
ORD-1395,David Miller,9876524869,West,262,2026-08-24
ORD-1396,Bob Jones,,South,3220,2026-08-18
ORD-1397,Alice Smith,9876544116,North,3705,2026-08-07
ORD-1398,Michael Brown,9876574382,North,1689,2026-08-04
ORD-1399,Bob Jones,9876569250,East,1464,2026-08-23
ORD-1400,Rahul Patel,9876521506,South,,2026-08-22
ORD-1401,Rahul K Patel,9876518511,North,4555,2026-08-18
ORD-1402,R Patel,9876549315,North,1340,2026-08-23
ORD-1403,Rahulk Patel,9876557381,West,4217,2026-08-08
ORD-1404,Alice Smith,9876528202,West,1989,2026-08-26
ORD-1405,Emma Wilson,9876557303,EAST,4588,2026-08-19
ORD-1406,David Miller,9876582305,south,1113,2026-08-20
ORD-1407,Alice Smith,9876550539,East,3311,2026-08-23
ORD-1408,Emma Wilson,,South,4759,2026-08-03
ORD-1409,Bob Jones,9876594192,North,657,2026-08-15
ORD-1410,Emma Wilson,9876526821,North,,2026-08-21
ORD-1411,Michael Brown,9876526912,West,3594,2026-08-17
ORD-1412,Alice Smith,9876577908,East,1303,2026-08-10
ORD-1413,Bob Jones,9876552291,West,1897,2026-08-12
ORD-1414,Michael Brown,9876520336,North,2102,2026-08-07
ORD-1415,Michael Brown,9876526406,North,2530,2026-08-20
ORD-1416,Michael Brown,9876575873,East,1431,2026-08-19
ORD-1417,Michael Brown,9876532439,West,2815,2026-08-27
ORD-1418,Michael Brown,9876513718,East,715,2026-08-02
ORD-1419,Michael Brown,9876595344,North,1776,2026-08-25
ORD-1420,Michael Brown,,SOUTH,,invalid-date-format
ORD-1421,Michael Brown,9876594136,north,2524,2026-08-16
ORD-1422,Bob Jones,9876548985,South,3765,2026-08-03
ORD-1423,Alice Smith,9876567619,West,3454,2026-08-16
ORD-1424,Emma Wilson,9876554589,West,1226,2026-08-11
ORD-1425,David Miller,9876562260,North,$1121.00,2026-08-25
ORD-1426,David Miller,9876551827,East,2030,2026-08-15
ORD-1427,Alice Smith,9876568929,North,2080,2026-08-05
ORD-1428,Alice Smith,9876548038,East,3196,2026-08-28
ORD-1429,Michael Brown,9876542541,South,1358,2026-08-27
ORD-1430,David Miller,9876534881,North,,2026-08-16
ORD-1431,Michael Brown,9876575373,South,2577,2026-08-16
ORD-1432,Alice Smith,,East,4190,2026-08-15
ORD-1433,Bob Jones,9876586460,West,2940,2026-08-02
ORD-1434,Alice Smith,9876574866,North,4944,2026-08-27
ORD-1435,Emma Wilson,9876580345,NORTH,116,2026-08-28
ORD-1436,Alice Smith,9876527555,south,2216,2026-08-24
ORD-1437,David Miller,9876557964,South,420,2026-08-13
ORD-1438,Alice Smith,9876557516,West,4582,2026-08-10
ORD-1439,Alice Smith,9876576093,South,3739,2026-08-25
ORD-1440,Rahul Patel,9876591689,North,,2026-08-05
ORD-1441,Rahul K Patel,9876561629,East,3107,2026-08-26
ORD-1442,R Patel,9876583116,North,3045,2026-08-25
ORD-1443,Rahulk Patel,9876536090,West,4985,2026-08-17
ORD-1444,Emma Wilson,,East,368,2026-08-05
ORD-1445,David Miller,9876578069,South,3793,2026-08-05
ORD-1446,Michael Brown,9876552987,West,2659,2026-08-06
ORD-1447,Emma Wilson,9876587820,North,2805,2026-08-17
ORD-1448,Michael Brown,9876583783,South,2505,2026-08-16
ORD-1449,Alice Smith,9876553416,North,947,2026-08-14
ORD-1450,Michael Brown,9876592478,NORTH,,invalid-date-format
ORD-1451,Emma Wilson,9876595929,north,4788,2026-08-19
ORD-1452,Bob Jones,9876586483,East,3985,2026-08-06
ORD-1453,Michael Brown,9876529369,South,2034,2026-08-02
ORD-1454,Michael Brown,9876535006,East,205,2026-08-15
ORD-1455,David Miller,9876529848,South,3432,2026-08-23
ORD-1456,Bob Jones,,South,3913,2026-08-28
